source,event_id,year,division,round,puzzle_pieces,time_limit_seconds,rank,competitor_name,origin,time_seconds,completed,pieces_completed
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,44,Puzzle Sharks Jonathan Armstrong  /  David Black  /  Maggie Kirkland  /  Marisa Martin Vancouver,Vancouver,10603.0,True,
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,45,Virginia Puzzlers Amanda Herman  /  Julianna Duke  /  Natalie Schimmelbusch  /  Elizabeth Sondag Stephens City,Stephens City,10670.0,True,
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,46,Carolina Snapdragons Jen Lunsford  /  Kirsty Weitzel  /  Sabrina Monserate-Lindsay  /  Leila Beikmohamadi Efland,Efland,10721.0,True,
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,47,Edge Of Glory Ashley Bromiley  /  Felisa Lewis  /  Jessica Crosby  /  Soon Kim Union City,Union City,10736.0,True,
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,48,Lowcal Calzone Zone Gabrielle Melli  /  Tessa Melli  /  Kristin Blair  /  Sarah Hauge Denver,Denver,,False,1977.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,49,Empire State Tessallators Jennifer Morrow  /  Bailey Baleno  /  Erin Ireland  /  Jessica Rykowski Vestal,Vestal,,False,1962.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,50,Puzzle Pisces Joe Feehan  /  Billy Weaver  /  Michael Ha  /  Jay Ritch Washington,Washington,,False,1943.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,51,Jigsaw Junkies (In) Kylie Ledingham  /  Misty Ledingham  /  Krinda Hie  /  Kelly Pryor Carmel,Carmel,,False,1901.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,52,Fit Happen! Bill McFadden  /  Brooke Ouro-Djobo  /  Erin Cherry  /  Sarah Proctor Stoughton,Stoughton,,False,1894.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,53,Puzzle Rizz Hiromi Kimura  /  Lena Nguyen-Vo  /  Chris Morrissey  /  Cami Pottle Lynnwood,Lynnwood,,False,1885.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,54,Puzzle Jiggle Giggle Fits Karen Wells  /  Jessica Bradley  /  Jessica Stewart  /  Kristin Squire Monument,Monument,,False,1880.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,55,Scatterbrains Alexandra Michonski  /  Caitlyn Helmore  /  Stephanie Owen  /  Debbie Owen Harrisonburg,Harrisonburg,,False,1870.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,56,Puzzlesotans Kevin Erickson  /  Katie Erickson  /  Laura Erickson  /  Ethan Falstrom Coon Rapids,Coon Rapids,,False,1869.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,57,Sizzle Pants Chelsea Suedkamp  /  Jessica Xiong  /  Liz Uram  /  Julie Kinn Fridley,Fridley,,False,1861.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,58,The Interstate Puzzlers Daniel Rodriguez  /  Valerie Espinosa  /  Toryn Schafer  /  Meg Craig Boulder,Boulder,,False,1858.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,59,Jigsaw Junction Jodie Morse  /  Jodi Green  /  Jen McGuire  /  Melissa Martin New London,New London,,False,1856.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,60,The Lnps: Ladies Night Puzzlers Karolina Kosakowska  /  Megan Hoban  /  Grace Chen  /  Emily Gombotz Medford,Medford,,False,1844.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,61,"The Dissectologists Michelle Chan  /  Kailee Chan  /  Jeff Klein  /  Gretchen Klein Houston, TX","Houston, TX",,False,1840.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,62,Mile High Middlers Michael Dickman  /  Dylan Dickman  /  Kettie Olsen  /  Aubrey Keisel Aurora,Aurora,,False,1837.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,63,Puzzle People Chloe Muellers / Michelle Philo / Jason Fox / Jennifer Cartel Monterey,Monterey,,False,1822.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,64,Penn Puzzlers Madeleine Tejeda Pedrow  /  Lydia Osner  /  Trish Doty  /  Jennifer Hill Landenberg,Landenberg,,False,1818.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,65,Flipping Awesome Joyce Yoo  /  Emily McInnes  /  Zoe Petitt  /  Luanne Hill Las Vegas,Las Vegas,,False,1816.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,66,Flash Piece Squad Karen Brownlow  /  Lori Nussbaum  /  Isabel Urrutia  /  Jensy Nandar Bejarano Seattle,Seattle,,False,1812.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,67,Ohio Is For Solvers Juli Logsdon  /  Amanda Collman  /  Ari Cotter  /  Michelle Parsons Grove City,Grove City,,False,1804.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,68,Snap It Like It’S Stick Season Amanda Van Straten  /  Kate Crocker  /  Gretchen Steen  /  Colleen Morris Saint Johnsbury,Saint Johnsbury,,False,1802.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,69,Bringing The Heat Alyssa Graham  /  Selina Gilbertson  /  Kenzie Graham  /  Kara Bancroft Phoenix,Phoenix,,False,1788.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,70,Wicked Puzzlers Christine Parsons  /  Ann Marie Greenleaf  /  Tulsi Mali  /  Himakshi Bhatt Kittery,Kittery,,False,1780.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,71,Frisbee Puzzlers Laurie Marcey  /  Vany Nguyen  /  Danielle Swales  /  Rebecca Widmayer Cary,Cary,,False,1779.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,72,"Lakes, Loons & Sweet Tea Katie Everson  /  Kara Bingham  /  Karen Gregory  /  Elizabeth Beetschen Plymouth",Plymouth,,False,1768.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,73,Easily Distracted By Puzzles Sarah Hosley / Sarah Mackey / Julia Winer / Michelle Penta West Hartford,West Hartford,,False,1761.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,74,Coast To Coast Crew Makiko Hiromi  /  Daniel Narain  /  Kristen Born  /  Mary Ann Alwan New York,New York,,False,1758.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,75,Puzzling Cat Ladies Mallory Roy  /  Kelsey Stiles  /  Ariana Murphy  /  Ariel Friedman Ashburn,Ashburn,,False,1757.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,76,The Ol’ Ruzzle Puzzle Kerry Nicholson  /  Valentina Chamorro  /  Maddie Kincaid  /  Alex Surick Cambridge,Cambridge,,False,1754.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,77,Get Jiggy Wit It Charese Gainor  /  Lauren Turner  /  Anna McElroy  /  Courtney Mense Bellingham,Bellingham,,False,1741.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,78,Piece Be With You Laura Parker  /  Kimberly Williamson  /  Claire Wlliamson  /  Olivia Frick Atlanta,Atlanta,,False,1732.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,78,Family Fun Time Doug Ellwanger  /  Jennie Ellwanger  /  Jay Ellwanger  /  Melanie Durland San Mateo,San Mateo,,False,1732.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,80,Border Patrol (Usa) Alisandra Jezek / Jd Dehne / Michelle Micheli / Kasey Smith Chesterfield,Chesterfield,,False,1723.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,81,Changing Corners Feifei Xue  /  Hung Nguyen  /  Sarah Fleming  /  Brandon Harrington San Francisco,San Francisco,,False,1716.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,82,Piece On The Ground Sami Heathcote  /  Megan Barwegan  /  Tyler Heathcote  /  Mallika Venkatachalam Greensboro,Greensboro,,False,1700.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,83,Living On The Edges Kim Knaub  /  Tresia White  /  Beverly Rice  /  Jenn Schauer Loup City,Loup City,,False,1693.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,84,Peppers And Prints Bethany Neyman  /  Cindy  /  Paula  /  Logan Arlington,Arlington,,False,1692.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,85,Patchwork Puzzlers My-Lea Coulombe-Quach  /  Lindsay Cooper  /  Maurice Werner  /  Abigail Savit Alexandria,Alexandria,,False,1688.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,86,Fit Happens (Mn) Lisa Schuler  /  Samantha Dahlke  /  Kate Amey  /  Jeff Amey Mounds View,Mounds View,,False,1666.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,86,Burrito Break Lori Eich  /  Jennie Zumbusch  /  Dan Hunt  /  Dan Kresowik Arnolds Park,Arnolds Park,,False,1666.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,86,Nor’Easters Mollie Tessler  /  Maggie Horne  /  Rachel Falk  /  Tanya Vattanasil North Salem,North Salem,,False,1666.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,89,The Puzzle Bums Rita Loeffler  /  Amber Spires  /  Amanda Hershberger  /  Betha Maust Columbus,Columbus,,False,1661.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,90,Puzz And Order: Special Jigsaw Unit Ameenah Saafir  /  Courtney Buhler  /  Diane Bizzle  /  Jessica Komarow Canton,Canton,,False,1657.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,91,The Tortured Puzzlers Department (Pa) Angela Harrow  /  Claire Murtha  /  BreAnna Gallegos  /  Allison Russotto Elkins Park,Elkins Park,,False,1651.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,92,Maryland Misfits Sara Mainwaring  /  Cory Mainwaring  /  Megan Royden  /  Linda Andrews Columbia,Columbia,,False,1638.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,93,It Takes All Sorts Diana Stanley  /  Brian Wolfe  /  Joni Sliger  /  Tara Griffits Portland,Portland,,False,1628.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,94,Advil Up! Rachel Shields  /  Rob Shields  /  Leah Robbins  /  Rose Robbins Portland,Portland,,False,1627.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,94,Cackalacky Chicks Ashley Willard  /  Robin Patrick  /  Brittany Nixon  /  Kori Klustaitis Durham,Durham,,False,1627.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,96,Puzz Kill (Usa) Faye Alleman  /  Natalie Hinkley  /  Debbie Thompson  /  Gloria Johnston Houston,Houston,,False,1597.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,97,Becky’S Birthday Bunch Sarah Barcousky  /  Danny Atyeo  /  Becky McCauley Rench  /  Lori Redman Orlando,Orlando,,False,1571.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,98,"Strangers To Solvers Carolyn Kuczmarski  /  Jeannette Huffman  /  Michelle Bone  /  Richard Stephen Uhler Independence, OH","Independence, OH",,False,1554.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,99,Last Minute Puzzlers (Usa) Kim Krapp  /  Sarah Pearson  /  Curt Schleler  /  Mackenzie Burnett Washington,Washington,,False,1506.0
usajigsaw,usajpa_2025_teams,2025,teams,final,2000,10800,100,Jiggy Stardust Angie Gazdic  /  Emma Landgraf  /  Cindy Clark  /  Komal Shah Chicago,Chicago,,False,1438.0
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,1,Alice Rowe Boulder (CO),Boulder (CO),2352.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,2,Sarah Schuler St. Paul (Minnesota),St. Paul (Minnesota),2417.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,3,Lauren Kautz Minneapolis (Mn),Minneapolis (Mn),2473.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,4,Andrea Peng San Francisco (California),San Francisco (California),2484.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,5,Kelly Walter Phoenix (Arizona),Phoenix (Arizona),2573.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,6,Tiffany Medeiros Lowell (Massachusetts),Lowell (Massachusetts),2584.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,7,Jeanne Roiter Duvall (Washington),Duvall (Washington),2615.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,8,Cathy Roiter Duvall (Washington),Duvall (Washington),2650.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,9,Hanna Sigler Normal (IL),Normal (IL),2707.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,10,Kyle Kossin Bountiful (Utah),Bountiful (Utah),2721.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,11,Dawne Rasmusson Prior Lake (Minnesota),Prior Lake (Minnesota),2734.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,12,Hannah Scott Herndon (Virginia),Herndon (Virginia),2736.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,13,Abby Patnoe San Diego (California),San Diego (California),2750.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,14,Trisha Siedlecki Walnut (California),Walnut (California),2767.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,15,Yvonne Feucht Burbank (California),Burbank (California),2772.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,16,Mari Black Cambridge (Ma),Cambridge (Ma),2803.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,17,Simmie Berman Rockville (Maryland),Rockville (Maryland),2837.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,18,Katherine Dilks Haddonfield (New Jersey),Haddonfield (New Jersey),2841.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,19,Andrea Kyle Saint Paul (Minnesota),Saint Paul (Minnesota),2850.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,20,Emma Pan West Roxbury (Massachusetts),West Roxbury (Massachusetts),2868.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,21,Megan Jones Warwick (Ri),Warwick (Ri),2883.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,21,Elizabeth Caron Hartford (Connecticut),Hartford (Connecticut),2883.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,23,Kelly Buhr Soquel (California),Soquel (California),2892.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,24,Karen Kavett Los Angeles (California),Los Angeles (California),2917.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,25,Linnea Shieh Sunnyvale (CA),Sunnyvale (CA),2999.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,26,Becca Taylor Redwood City (California),Redwood City (California),3014.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,27,Sarah Rowe Williamstown (Massachusetts),Williamstown (Massachusetts),3038.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,28,Sarah Oman Corvallis (OR),Corvallis (OR),3044.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,29,Alyssa Zackler Stevenson Ranch (California),Stevenson Ranch (California),3100.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,30,Josh Trauger Cincinnati (OH),Cincinnati (OH),3109.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,31,Elizabeth McElveen Greenville (Sc),Greenville (Sc),3143.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,32,Gail McCormick State College (Pennsylvania),State College (Pennsylvania),3144.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,33,Amanda Messinger Mayflower (AR),Mayflower (AR),3153.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,34,Min-Yee Deng San Diego (Ca),San Diego (Ca),3157.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,35,Samantha Zucker -,-,3187.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,36,Katie Luscher Annapolis (Maryland),Annapolis (Maryland),3203.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,37,Samantha Bosshardt Ogden (UT),Ogden (UT),3209.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,38,Iryna Shvydchenko California,California,3219.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,39,Melinda Whiting Cottonwood Heights (Utah),Cottonwood Heights (Utah),3236.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,40,Kevin Collins Flint (MI),Flint (MI),3240.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,41,Susanne Riehemann Mountain View (California),Mountain View (California),3256.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,41,Robin Decaire Woodbury (Minnesota),Woodbury (Minnesota),3256.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,43,Elizabeth Nelson Brooklyn Park (Mn),Brooklyn Park (Mn),3259.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,44,Doug Ellwanger San Mateo (California),San Mateo (California),3269.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,45,Joshua Nelson Minneapolis (Mn),Minneapolis (Mn),3277.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,46,Emily Chandran North Attleborough (Massachusetts),North Attleborough (Massachusetts),3293.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,47,Alexx Cisotto Houston (Texas),Houston (Texas),3295.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,48,Diana Jaffe Millbrae (CA),Millbrae (CA),3337.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,49,Jessa Douglas Centralia (Wa),Centralia (Wa),3355.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,50,Chloe Muellers Monterey (Massachusetts),Monterey (Massachusetts),3357.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,51,Grey Rogers Shreveport (Louisiana),Shreveport (Louisiana),3363.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,52,Sammy Brownlow Westport (CT),Westport (CT),3374.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,52,Heather Mueller Plymouth (Mn),Plymouth (Mn),3374.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,54,Meri Cartee Saint Peters (Missouri),Saint Peters (Missouri),3390.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,55,Kimberly Kenne Pasadena (California),Pasadena (California),3394.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,56,Kara Taylor Okoboji (Iowa),Okoboji (Iowa),3452.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,57,Claire Thomas Wheat Ridge (CO),Wheat Ridge (CO),3502.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,58,Jasper Lee Decatur (GA),Decatur (GA),3514.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,59,Ana Lindholm Bloomington (MN),Bloomington (MN),3528.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,60,"Eric Goulet Washington, Dc (Dc)","Washington, Dc (Dc)",3547.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,61,Jennifer Luscher Annapolis (Maryland),Annapolis (Maryland),3566.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,62,Amy Paull The Woodlands (Texas),The Woodlands (Texas),3638.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,63,Hope Thompson Hurst (TX),Hurst (TX),3675.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,64,Geoffrey Scott New York,New York,3697.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,65,Kelly Poff Wesley Rio Rancho (Nm),Rio Rancho (Nm),3745.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,66,Andrew Bradburn North Hollywood (California),North Hollywood (California),3761.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,67,S J Bodell London (England),London (England),3769.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,68,Karen Ni Diamond Bar (California),Diamond Bar (California),3771.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,69,Jasmine Butcher Fayetteville (GA),Fayetteville (GA),3780.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,70,Jessica Osburn Los Angeles (California),Los Angeles (California),3782.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,71,Kamila Lin Cumming (GA),Cumming (GA),3792.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,72,Yuewen Chun Signal Hill (CA),Signal Hill (CA),3797.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,73,Alyssa Rogowski Millcreek (UT),Millcreek (UT),3809.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,74,Mandi Schalon San Marcos (California),San Marcos (California),3825.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,75,Samina Schiller Rancho Santa Margarita (California),Rancho Santa Margarita (California),3826.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,76,Darya Leylian Calabasas (CA),Calabasas (CA),3831.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,77,Natalie Schimmelbusch Manassas (VA),Manassas (VA),3855.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,78,Yasmeen Almog Jackson Hole (Wyoming),Jackson Hole (Wyoming),3858.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,79,Allen Greenwell Riverton (UT),Riverton (UT),3859.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,80,Alison Filley Iowa City (IA),Iowa City (IA),3872.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,81,Janna Goodrich Saint Paul (MN),Saint Paul (MN),3879.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,82,Kristen Sweeney Atlanta (GA),Atlanta (GA),3881.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,83,Meredith Yeager Cuyahoga Falls (OH),Cuyahoga Falls (OH),3889.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,84,Heather Meylemans Camarillo (CA),Camarillo (CA),3904.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,84,Caroline Orsi San Francisco (CA),San Francisco (CA),3904.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,86,Missy Cody Vista (California),Vista (California),3908.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,87,Betsey English Clinton (UT),Clinton (UT),3918.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,88,Sarah Eggerichs Rockford (Míchigan),Rockford (Míchigan),3922.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,89,Carolyn Offutt McLean (Virginia),McLean (Virginia),3925.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,90,Elizaveta Kulibaba Brooklyn (NY),Brooklyn (NY),3956.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,91,Stephanie Thompson Sherman Oaks (CA),Sherman Oaks (CA),4007.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,92,Melynda Owens Hurst (Texas),Hurst (Texas),4027.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,93,Emily Ganser (CA),(CA),4120.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,94,Whitney Presley Denver (Columbia),Denver (Columbia),4172.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,95,Lena Nguyen-Vo Woodinville (Washington),Woodinville (Washington),4177.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,96,Erin Sweeney Newark (NJ),Newark (NJ),4188.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,97,Linda Hirschfeld Auburn (IN),Auburn (IN),4209.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,98,Michelle Chan Houston (Texas),Houston (Texas),4419.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,99,Emilee Frost Arlington (WA),Arlington (WA),4758.0,True,
usajigsaw,usajpa_2024_individual,2024,individual,final,500,5400,100,Chad Troop Fresno (California),Fresno (California),4960.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,1,Kelly Walter Andrea Peng Phoenix (Arizona) / San Francisco (California),Phoenix (Arizona) / San Francisco (California),3691.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,2,Sarah Schuler Lauren Kautz St. Paul (Minnesota) / Minneapolis (Mn),St. Paul (Minnesota) / Minneapolis (Mn),4007.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,3,Jeanne Roiter Cathy Roiter Duvall (Washington),Duvall (Washington),4017.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,4,Andrea Kyle Dawne Rasmusson Saint Paul (Minnesota) / Prior Lake (Minnesota),Saint Paul (Minnesota) / Prior Lake (Minnesota),4339.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,5,Karen Kavett Tiffany Medeiros Los Angeles (California) / Lowell (Massachusetts),Los Angeles (California) / Lowell (Massachusetts),4501.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,6,Becca Taylor Kelly Buhr Redwood City (California) / Soquel (California),Redwood City (California) / Soquel (California),4579.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,7,Emma Pan Mari Black West Roxbury (Massachusetts) / Cambridge (Ma),West Roxbury (Massachusetts) / Cambridge (Ma),4581.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,8,Hannah Scott Jessa Douglas Herndon (Virginia) / Centralia (Wa),Herndon (Virginia) / Centralia (Wa),4699.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,9,Simmie Berman Alyssa Zackler Rockville (Maryland) / Stevenson Ranch (California),Rockville (Maryland) / Stevenson Ranch (California),4891.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,10,Melinda Whiting Kyle Kossin Cottonwood Heights (Utah) / Bountiful (Utah),Cottonwood Heights (Utah) / Bountiful (Utah),4930.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,11,Grey Rogers Katherine Dilks Shreveport (Louisiana) / Haddonfield (New Jersey),Shreveport (Louisiana) / Haddonfield (New Jersey),5085.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,12,Josh Trauger Geoffrey Scott Cincinnati (OH) / New York,Cincinnati (OH) / New York,5134.0,True,
