source,event_id,year,division,round,puzzle_pieces,time_limit_seconds,rank,competitor_name,origin,time_seconds,completed,pieces_completed
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,13,Gail McCormick Sarah Oman State College (Pennsylvania) / Corvallis (OR),State College (Pennsylvania) / Corvallis (OR),5260.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,14,Amy Paull Alexx Cisotto The Woodlands (Texas) / Houston (Texas),The Woodlands (Texas) / Houston (Texas),5315.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,15,Yvonne Feucht Elizabeth Caron Burbank (California) / Hartford (Connecticut),Burbank (California) / Hartford (Connecticut),5468.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,16,Elizabeth McElveen Jasper Lee Greenville (Sc) / Decatur (GA),Greenville (Sc) / Decatur (GA),5502.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,17,Wendy Escudero Kelly Spoon San Diego (California),San Diego (California),5548.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,18,Elizabeth Nelson Joshua Nelson Brooklyn Park (Mn) / Minneapolis (Mn),Brooklyn Park (Mn) / Minneapolis (Mn),5625.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,19,Lindsay Steenstra Min-Yee Deng San Diego (California),San Diego (California),5663.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,20,Yasmeen Almog Linnea Shieh - / Sunnyvale (CA),- / Sunnyvale (CA),5702.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,21,Susanne Riehemann Doug Ellwanger Mountain View (California) / San Mateo (California),Mountain View (California) / San Mateo (California),5735.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,22,Betsy Parker Robin Decaire Roseville (Minnesota) / Woodbury (Minnesota),Roseville (Minnesota) / Woodbury (Minnesota),5819.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,23,Alice Rowe Erin Leidy Boulder (CO),Boulder (CO),5842.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,24,Betsey English Brenna Kitchen Clinton (UT),Clinton (UT),5854.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,25,Janna Goodrich Ana Lindholm Saint Paul (MN) / Bloomington (MN),Saint Paul (MN) / Bloomington (MN),5900.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,26,Chloe Muellers Melanie Peddle Monterey (Ma),Monterey (Ma),6072.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,27,Trisha Siedlecki Allyson Longo Walnut (California),Walnut (California),6098.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,28,Cleo van der Veen Taylor Triplett Phoenix (Arizona) / San Diego (Ca),Phoenix (Arizona) / San Diego (Ca),6148.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,29,Diana Jaffe Anne Marie Barrette Millbrae (CA),Millbrae (CA),6181.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,30,Allen Greenwell Samantha Bosshardt Riverton (Ut) / Ogden (UT),Riverton (Ut) / Ogden (UT),6234.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,31,Leslie Pluma Jessica Osburn Los Angeles (California),Los Angeles (California),6244.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,32,Jennifer Luscher Katie Luscher Annapolis (Maryland),Annapolis (Maryland),6285.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,33,Iryna Shvydchenko Rachel Schachtler California,California,6342.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,34,Michael Suey Helen Kuo Emeryville (California),Emeryville (California),6354.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,35,Christina Ly Rachel Paetz La Mesa (California) / San Diego (California),La Mesa (California) / San Diego (California),6504.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,36,Kamila Lin Jamie Ambabo Cumming (Ga) / Decatur (GA),Cumming (Ga) / Decatur (GA),6510.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,37,Hope Thompson Melynda Owens Hurst (TX),Hurst (TX),6532.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,38,Mandi Schalon Jake Schalon San Marcos (California),San Marcos (California),6534.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,39,Alex Carney Dever Kucera California,California,6546.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,40,Aloysia Larson Emmie Lee Grand Forks (ND) / Big Lake (MN),Grand Forks (ND) / Big Lake (MN),6628.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,41,Samina Schiller Melissa Cody Lake Elsinore (California) / San Diego (California),Lake Elsinore (California) / San Diego (California),6633.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,42,Chloe Glikbarg Skye Vandeleest San Francisco (CA),San Francisco (CA),6652.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,43,Whitney Presley Claire Thomas Denver (Columbia) / Wheat Ridge (Co),Denver (Columbia) / Wheat Ridge (Co),6681.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,44,Erin Potter Andrea Howard Aliso Viejo (Ca) / Mission Viejo (Ca),Aliso Viejo (Ca) / Mission Viejo (Ca),6682.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,45,Kayla Berkowitz Kelly Poff Wesley San Diego (Ca) / Rio Rancho (Nm),San Diego (Ca) / Rio Rancho (Nm),6712.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,46,Emily Chandran Kira Chandran North Attleborough (Massachusetts),North Attleborough (Massachusetts),6714.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,46,Alison Filley Andrea Reynolds Iowa City (IA) / Ypsilanti (Mi),Iowa City (IA) / Ypsilanti (Mi),6714.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,48,Maria Seitz Darya Leylian Boyertown (PA) / Calabasas (CA),Boyertown (PA) / Calabasas (CA),6716.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,49,Noelle Marshall Kara Taylor Thomas Lane (Mn) / Okoboji (Iowa),Thomas Lane (Mn) / Okoboji (Iowa),6719.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,50,Megan Jones Cy Jones Warwick (Ri) / Utah,Warwick (Ri) / Utah,6746.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,51,Victoria Le Rachael Walker Houston (TX),Houston (TX),6748.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,52,Kristen Sweeney Erin Sweeney Atlanta (GA) / Newark (NJ),Atlanta (GA) / Newark (NJ),6787.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,53,Ashley Wille Taylor Reed Vista (California) / Rolla (MO),Vista (California) / Rolla (MO),6817.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,54,Lizzy Stasiowski Kara Johnson Los Angeles (California),Los Angeles (California),6969.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,55,Katie Wan Rachel Sadowski San Diego (Ca) / Los Angeles (California),San Diego (Ca) / Los Angeles (California),6972.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,56,Carrie Burt Felisa Lewis Denton (Texas) / Potomac (Maryland),Denton (Texas) / Potomac (Maryland),6996.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,57,Kimberly Kenne Tulsi Mali Pasadena (California) / San Diego (Ca),Pasadena (California) / San Diego (Ca),7004.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,58,Caroline Orsi Ieva Veya San Francisco (Ca) / Menlo Park (Ca),San Francisco (Ca) / Menlo Park (Ca),7038.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,59,Hiromi Kimura Lena Nguyen-Vo Lynnwood (WA) / Woodinville (Washington),Lynnwood (WA) / Woodinville (Washington),7050.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,60,Rebeca Ferreira Sarah Rowe Chicago (Illinois) / Williamstown (Massachusetts),Chicago (Illinois) / Williamstown (Massachusetts),7062.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,61,Jasmine Butcher Meredith Yeager Fayetteville (Ga) / Cuyahoga Falls (OH),Fayetteville (Ga) / Cuyahoga Falls (OH),7087.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,62,Heather Mueller Katie Everson Plymouth (Mn),Plymouth (Mn),7113.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,63,Joyce Yoo Julie Tejeda Las Vegas (NV) / Henderson (NV),Las Vegas (NV) / Henderson (NV),7387.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,64,Andrew Howard Alyssa Rogowski Provo (UT) / Millcreek (UT),Provo (UT) / Millcreek (UT),7425.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,65,Catherine Kim Yuewen Chun Orange (CA) / Signal Hill (CA),Orange (CA) / Signal Hill (CA),7474.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,66,Lindsey Anderson Alice McGrath -,-,7484.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,67,Michelle Chan Kailee Chan Houston (Texas) / Houton (Texas),Houston (Texas) / Houton (Texas),7521.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,68,Karen Ni Debrianna Obara Diamond Bar (California),Diamond Bar (California),7546.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,69,Madeleine Pedrow Liza Fireman Landenberg (Pennsylvania) / Bellevue (Wa),Landenberg (Pennsylvania) / Bellevue (Wa),7602.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,70,Heather Ross Shannon Richardson Torrance (Ca),Torrance (Ca),7667.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,71,Meri Cartee Barbara Steinbach Saint Peters (Missouri) / San Diego (Ca),Saint Peters (Missouri) / San Diego (Ca),7753.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,72,Laurie Marcey Vany Nguyen Cary (NC) / San Diego (Ca),Cary (NC) / San Diego (Ca),7758.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,73,Katie Graham S J Bodell Manchester (NH) / London (England),Manchester (NH) / London (England),7785.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,74,Michael Dickman Dylan Dickman Aurora (CO),Aurora (CO),7788.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,75,Courtney Kern Michael Kern West Hills (CA),West Hills (CA),7834.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,76,Rachel Powell Nicholas Ebelhack Greenville (SC) / Indianapolis (IN),Greenville (SC) / Indianapolis (IN),7850.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,77,Jessica Brewer Michele Kunde El Cajon (California) / San Diego (California),El Cajon (California) / San Diego (California),7986.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,78,"Eric Goulet Chelsea Jacobs Washington, Dc (Dc) / -","Washington, Dc (Dc) / -",8033.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,79,Yen Ha Vinh Tesler New York City (New York),New York City (New York),8113.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,80,Sabrina Godfrey Jessica Graber Johns Creek (GA) / Saint Augustine (Florida),Johns Creek (GA) / Saint Augustine (Florida),8119.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,81,Stephanie Ho Victoria Chu Piedmont (CA) / Oakland (CA),Piedmont (CA) / Oakland (CA),8130.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,82,Linda Hirschfeld Tiffany Ball Auburn (IN),Auburn (IN),8190.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,83,Gretchen Etzold Arabella Etzold-Erickson Los Angeles (California) / Kings Beach (California),Los Angeles (California) / Kings Beach (California),8272.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,84,Amy Hanson Ashley Stanley -,-,8356.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,85,Bree Cowan Krystal Cotriss Sacramento (California) / Glen Burnie (Md),Sacramento (California) / Glen Burnie (Md),8435.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,86,Sammy Brownlow Karen Brownlow Westport (CT),Westport (CT),8538.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,87,Jane Davis Owen Wartella Milton (Massachusetts) / Somerville (Massachusetts),Milton (Massachusetts) / Somerville (Massachusetts),8540.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,88,Lisa Schuler Leslie Mallery Mounds View (MN),Mounds View (MN),8579.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,89,Elizabeth Forsyth Richard Uhler sunnyvale (CA),sunnyvale (CA),8646.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,90,Emilee Frost Laura Mannes Arlington (WA) / Hot Springs Village (AR),Arlington (WA) / Hot Springs Village (AR),8761.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,91,Carolyn Offutt Chad Papke McLean (Virginia),McLean (Virginia),8799.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,92,Melissa Revelle Kelly Revelle Albuquerque (Nm),Albuquerque (Nm),8835.0,True,
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,93,Tessa Melli Gabby Melli Longmont (CO),Longmont (CO),,False,1000.0
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,94,Sakara Perry Catherine Kieu Seattle (WA),Seattle (WA),,False,994.0
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,95,Sarah Barth Mollie Tessler Indianapolis (IN) / White Plains (NY),Indianapolis (IN) / White Plains (NY),,False,960.0
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,96,Chad Troop Joy Troop Fresno (California),Fresno (California),,False,929.0
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,97,Wendi Dietrich Stephanie Thompson sherman oaks (CA),sherman oaks (CA),,False,893.0
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,98,Denise Bartlett Karli Bartlett Newbury Park (CA),Newbury Park (CA),,False,883.0
usajigsaw,usajpa_2024_pairs,2024,pairs,final,1000,7200,99,Shirley Jiang Frank Lieu CHICAGO (IL),CHICAGO (IL),,False,833.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,1,The Piece Corps Andrea Peng / Kelly Walter / Kelly Buhr / Becca Taylor Redwood City,Redwood City,6955.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,2,We Put The ’Betch’ In You Betcha Sarah Schuler / Lauren Kautz / Dawne Rasmusson / Andrea Kyle St. Paul,St. Paul,7303.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,3,Wicked Quick Emily Chandran / Mari Black / Emma Pan / Sammy Brownlow Cambridge MA,Cambridge MA,7714.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,4,"Sister’S Squared Jeanne Roiter / Cathy Roiter / Betsy Parker / Robin Decaire Seattle, WA","Seattle, WA",7734.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,5,Sly Dogs Susanne Riehemann / Doug Ellwanger / Linnea Shieh / Yasmeen Almog Mountain View,Mountain View,7881.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,6,The Golden State Misfits Karen Kavett / Elizabeth Caron / Yvonne Feucht / Lindsay Steenstra Los Angeles,Los Angeles,7990.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,7,Jigsaw Junkies Katherine Dilks / Grey Rogers / Geoffrey Scott / Josh Trauger Shreveport,Shreveport,8328.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,8,The Dark Horse Puzzlers Tiffany Medeiros / Simmie Berman / Alyssa Zackler / Gail McCormick Rockville,Rockville,8484.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,9,Utahkin Puzzles Kyle Kossin / Melinda Whiting / Megan Jones / Nastia Alekseeva Bountiful,Bountiful,9120.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,10,The Jerks Kamila Lin / Jamie Ambabo / Jasper Lee / Elizabeth McElveen Cumming,Cumming,9497.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,11,Pieces In A Pod Joyce Yoo / Julie Tejeda / Jessa Douglas / Hannah Scott Las Vegas,Las Vegas,9635.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,12,Puzzle Dusters Allen Greenwell / Samantha Bosshardt / Betsey English / Brenna Kitchen Riverton,Riverton,9819.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,13,Pocket Full Of Pieces Aloysia Larson / Emmie Lee / Elizabeth Nelson / Joshua Nelson Moorhead,Moorhead,9923.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,14,The Jig Is Up Mandi Schalon / Jake Schalon / Samina Schiller / Melissa Cody San Marcos,San Marcos,10277.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,15,Give Piece A Chance (1) Diana Jaffe / Anne Marie Barrette / Iryna Shvydchenko / Rachel Schachtler Jonesboro,Jonesboro,10305.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,16,"Houston, We Have A Puzzle Alexx Cisotto / Amy Paull / Carrie Burt / Sally Lewis Houston",Houston,10532.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,17,Cleo’S Team Cleo van der Veen / Amanda Young / Kevin Steele / Rosemary Dabbs Washington,Washington,10762.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,18,I Just Met Them Jasmine Butcher / Meredith Yeager / Caroline Orsi / Elizabeth Forsyth Fayetteville,Fayetteville,,False,1932.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,19,Still Haven’t Found What I’m Looking For Noelle Marshall / Kara Taylor / Jonathan Cluff / Sarah Oman Thomas Lane,Thomas Lane,,False,1891.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,20,Connect 4 Trisha Siedlecki / Allyson Longo / Debrianna Obara / Karen Ni Walnut,Walnut,,False,1850.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,21,Puzzling Past Our Bedtime Wendy Escudero / Kelly Spoon / Gina Abbiate / Renita Gidlund San Diego,San Diego,,False,1841.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,22,Puzzle Kammp Andrew Bradburn / Min-Yee Deng / Mike Helland / Kevin Strinz North Hollywood,North Hollywood,,False,1825.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,23,(Late Entry) Ashley Wille / Taylor Reed / Jessica Osburn / Leslie Pluma San Diego,San Diego,,False,1818.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,24,Colorado Puzzlers Melanie Peddle / Claire Thomas / Karen Wells / Rachel Wood Colorado Springs,Colorado Springs,,False,1807.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,25,"Puzzle Gals 1 Christina Ly / Michele Kunde / Jessica Brewer / Rachel Paetz La Mesa, CA","La Mesa, CA",,False,1750.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,26,"Every Day I’m Puzzlin’ Kara Johnson / Katie Wan / Lizzy Stasiowski / Rachel Sadowski Poway, CA","Poway, CA",,False,1739.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,27,Piece Out Madeleine Pedrow / Lori Nussbaum / Bradley Nussbaum / Sam Zucker Landenberg,Landenberg,,False,1715.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,28,Puzzled By Love Sarah Rowe / Abby Bertelson / Anjali Suresh / Kimberly Kenne Williamstown,Williamstown,,False,1710.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,29,Piece Keepers Heather Mueller / Katie Everson / Lisa Schuler / Amber Haglund-Pagel Plymouth,Plymouth,,False,1636.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,30,Puzz Lightyear Diane Bizzle / Jessica Komarow / Kayla Berkowitz / Kelly Poff Wesley San Diego,San Diego,,False,1628.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,31,Erica’S Team Erica Hazra / Zoë Thorkildsen / Hiromi Kimura / Lena Nguyen-Vo Decatur,Decatur,,False,1593.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,32,Rompecabezas Erin Potter / Andrea Howard / Lisa Moskowitz Aliso Viejo,Aliso Viejo,,False,1562.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,33,The Texas Misfits Melynda Owens / Shayla Jones / Hope Thompson / Luann Thompson Hurst,Hurst,,False,1559.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,34,Friendship Farm Michael Suey / Helen Kuo / Stephanie Chamberlain / Matthew Quan Emeryville,Emeryville,,False,1517.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,35,"Coast To Coast Puzzlers Krystal Cotriss / Bree Cowan / Heather Downie / Shannon Richardson Glen Burnie, MD","Glen Burnie, MD",,False,1467.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,36,"The Dissectologists Jeff Klein / Gretchen Klein / Michelle Chan Houston, TX","Houston, TX",,False,1450.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,37,"Piece Of Mind Chris Hansen / Pasqual Hansen Murray, UT","Murray, UT",,False,1421.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,38,Jigsaw & Juice Owen Wartella / Jane Davis / John Pringle / Stephanie Pringle Somerville,Somerville,,False,1403.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,39,Puzzledactyls Charity Taboas / Sarah Barth / Nicholas Ebelhack / Mollie Tessler Terre Haute,Terre Haute,,False,1379.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,40,Puzzle Gals 3 Kimberly Christine / Dani Michelle / Danielle Piskor / Ana Chavez La Mesa,La Mesa,,False,1378.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,41,Advil Up! Rachel Shields / Rob Shields / Leah Robbins / Rose Robbins Portland,Portland,,False,1271.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,42,Chaotic Puzzlers Nicholas Mueller / Brandon Collins / Vickey Jason / Lizzie Ruetschle Columbus,Columbus,,False,1250.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,43,"Norah’S Team Norah Molina / Sandra Kopec / Carlee Tagge / Todd Brown Emeryville, CA","Emeryville, CA",,False,1249.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,44,Gettin’ Jiggy With It Alex Carney / Dever Kucera / Rich Kucera / Leslie Carney San Diego,San Diego,,False,1190.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,45,The Awesome 4 Linda Jahudka / Amanda Jahudka / Nicole Alexovich / Kelly Marvier San Diego,San Diego,,False,1126.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,46,"Puzzle Gals 2 Jasmine McKenney / Adele Tiffith / Marina Yalon / Lorena Garcia San Diego, CA","San Diego, CA",10578.0,True,
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,47,Blue Crab Puzzlers Cara Anjos Breeden / Judy Russell / Terry Reimer Frederick,Frederick,,False,862.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,48,Penny Can Stephanie Vargas / Jose Vargas / Jack Vargas / Toby Vargas Carnation,Carnation,,False,753.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,49,The Velellas Richard Cass / Zoe Torn / Amy Torn / Nicholas Torn San Diego,San Diego,,False,519.0
usajigsaw,usajpa_2024_teams,2024,teams,final,2000,10800,50,"The Golka Team Margaret Golka / Seth Fitzpatrick / Beth Golka / Gary Golka San Diego, CA","San Diego, CA",,False,443.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,1,Yvonne Feucht Burbank (California),Burbank (California),3281.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,2,Karen Kavett Los Angeles (California),Los Angeles (California),3315.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,3,Sarah Schuler St. Paul (Minnesota),St. Paul (Minnesota),3342.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,4,Kelly Walter Boston (Massachusets),Boston (Massachusets),3424.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,5,Grey Rogers Shreveport (Louisiana),Shreveport (Louisiana),3446.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,6,Robin Decaire Woodbury (Minnesota),Woodbury (Minnesota),3563.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,7,Susanne Riehemann Mountain View (California),Mountain View (California),3648.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,8,Meri Cartee Saint Peters (Missouri),Saint Peters (Missouri),3710.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,9,Trisha Siedlecki Walnut (California),Walnut (California),3752.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,10,Andrea Kyle Saint Paul (Minnesota),Saint Paul (Minnesota),3788.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,11,Dawne Rasmusson Prior Lake (Minnesota),Prior Lake (Minnesota),3819.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,12,Tiffany Medeiros Lowel (Massachusetts),Lowel (Massachusetts),3828.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,13,Doug Ellwanger (California),(California),3879.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,14,Melinda Whiting Cottonwood Heights (Utah),Cottonwood Heights (Utah),3964.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,15,Alyssa Zackler Stevenson Ranch (California),Stevenson Ranch (California),4085.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,16,Kyle Kossin Bountiful (Utah),Bountiful (Utah),4110.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,17,Elizabeth Caron Duluth (Minnesota),Duluth (Minnesota),4117.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,18,D’Arne Healy Lockridge (Wester Australia),Lockridge (Wester Australia),4187.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,19,Kimberly Kenne Pasadena (California),Pasadena (California),4189.0,True,
