source,event_id,year,division,round,rank,competitor_name,origin,time_seconds,completed,pieces_completed,puzzle_pieces,puzzle_brand,puzzle_name,finished_date,first_attempt,time_limit_seconds,team_members
wjpf,wjpc_2023_duo,2023,duo,B,87,Mercedes Haro Sánchez & Antonio Parra Haro,"Albacete, Spain",,False,374.0,1000,,,2023-09-22,True,5400,Mercedes Haro Sánchez;Antonio Parra Haro
wjpf,wjpc_2023_duo,2023,duo,B,88,Aranzazu Jiménez Sánchez & Nuria Pedroso Fernández,"Madrid, Spain",,False,373.0,1000,,,2023-09-22,True,5400,Aranzazu Jiménez Sánchez;Nuria Pedroso Fernández
wjpf,wjpc_2023_duo,2023,duo,B,89,Isabelle Perodeau & Mylene Salvas,"Payerne (VD) / Montréal (Québec), Canada",,False,372.0,1000,,,2023-09-22,True,5400,Isabelle Perodeau;Mylene Salvas
wjpf,wjpc_2023_duo,2023,duo,B,90,Alejandro García Nogueiras & Jon Martínez Totoricagüena,"Valladolid, Spain",,False,370.0,1000,,,2023-09-22,True,5400,Alejandro García Nogueiras;Jon Martínez Totoricagüena
wjpf,wjpc_2023_duo,2023,duo,B,91,Maria José Andler & Trinidad Clemente,"Salzburg (Sankt Georgen) / Santiago, Chile",,False,357.0,1000,,,2023-09-22,True,5400,Maria José Andler;Trinidad Clemente
wjpf,wjpc_2023_duo,2023,duo,B,92,Karolina Yanko & Andrii Chupakov,"Kyiv, Ukraine",,False,356.0,1000,,,2023-09-22,True,5400,Karolina Yanko;Andrii Chupakov
wjpf,wjpc_2023_duo,2023,duo,B,93,Hugo Ureta Alonso & Blanca Niño Cortés,"Valladolid, Spain",,False,350.0,1000,,,2023-09-22,True,5400,Hugo Ureta Alonso;Blanca Niño Cortés
wjpf,wjpc_2023_duo,2023,duo,B,94,Dulce Alexandra Pereira & Luísa Pereira,"Queluz (Lisboa) / Alcobaça (Leiria), Portugal",,False,339.0,1000,,,2023-09-22,True,5400,Dulce Alexandra Pereira;Luísa Pereira
wjpf,wjpc_2023_duo,2023,duo,B,95,Kwok Koo & Elsa Ng,"York (Yorkshire), United Kingdom",,False,334.0,1000,,,2023-09-22,True,5400,Kwok Koo;Elsa Ng
wjpf,wjpc_2023_duo,2023,duo,B,96,Lydia Osner & Karen Witt,"Landenberg (Pennsylvania) / Bethlehem (Pennsylvania), USA",,False,330.0,1000,,,2023-09-22,True,5400,Lydia Osner;Karen Witt
wjpf,wjpc_2023_duo,2023,duo,B,97,Austėja Petrokaitė & Jurgis Sakalauskas,"Vilnius (Vilniaus), Lithuania",,False,328.0,1000,,,2023-09-22,True,5400,Austėja Petrokaitė;Jurgis Sakalauskas
wjpf,wjpc_2023_duo,2023,duo,B,98,María García Díaz & Gustavo Verde Arias,"Pobladura de Pelayo García (León), Spain",,False,324.0,1000,,,2023-09-22,True,5400,María García Díaz;Gustavo Verde Arias
wjpf,wjpc_2023_duo,2023,duo,B,99,Deborah Dyson & Dinora Sanchez,"West Orange (Nj) / Mesa (AZ), USA",,False,320.0,1000,,,2023-09-22,True,5400,Deborah Dyson;Dinora Sanchez
wjpf,wjpc_2023_duo,2023,duo,B,100,Ana Filipa Salgado & Marta Salgado,"Font (FR), Portugal",,False,317.0,1000,,,2023-09-22,True,5400,Ana Filipa Salgado;Marta Salgado
wjpf,wjpc_2023_duo,2023,duo,B,101,Emma Sánchez-Fuentes Díaz & Elsa Sánchez-Fuentes Díaz,"Arenas de San Pedro (Ávila) / Valladolid, Spain",,False,314.0,1000,,,2023-09-22,True,5400,Emma Sánchez-Fuentes Díaz;Elsa Sánchez-Fuentes Díaz
wjpf,wjpc_2023_duo,2023,duo,B,102,Mario Villaizán Vallelado & Sandra Duque Rodríguez,"Laguna de Duero (Valladolid), Spain",,False,307.0,1000,,,2023-09-22,True,5400,Mario Villaizán Vallelado;Sandra Duque Rodríguez
wjpf,wjpc_2023_duo,2023,duo,B,103,Lucile Dautin & Lionel Raffin,"Lyon (Rhône), France",,False,301.0,1000,,,2023-09-22,True,5400,Lucile Dautin;Lionel Raffin
wjpf,wjpc_2023_duo,2023,duo,B,104,Ana Valerio & Cristina Valerio,"Valladolid, Spain",,False,295.0,1000,,,2023-09-22,True,5400,Ana Valerio;Cristina Valerio
wjpf,wjpc_2023_duo,2023,duo,B,105,Beatriz Jambrina Briso Montiano & Juan Domingo Rodríguez Briso Montiano,"Valladolid, Spain",,False,283.0,1000,,,2023-09-22,True,5400,Beatriz Jambrina Briso Montiano;Juan Domingo Rodríguez Briso Montiano
wjpf,wjpc_2023_duo,2023,duo,B,106,Ana García Torremocha & Jose Antonio Tercero Calero,"Villamayor de Santiago (Cuenca) / Madrid, Spain",,False,278.0,1000,,,2023-09-22,True,5400,Ana García Torremocha;Jose Antonio Tercero Calero
wjpf,wjpc_2023_duo,2023,duo,B,107,Fany Mabi Mereles Suares & Sofie Morgan,"Madrid / Santander (Cantabria), Paraguay",,False,272.0,1000,,,2023-09-22,True,5400,Fany Mabi Mereles Suares;Sofie Morgan
wjpf,wjpc_2023_duo,2023,duo,B,108,Rebecca Lobb & Deanne Hill,"Plymouth (Devon) / Plympton, Plymouth (State), United Kingdom",,False,270.0,1000,,,2023-09-22,True,5400,Rebecca Lobb;Deanne Hill
wjpf,wjpc_2023_duo,2023,duo,B,109,Maria Athanasiou & Avraam Grassos,Thassaloniki (Greece),,False,242.0,1000,,,2023-09-22,True,5400,Maria Athanasiou;Avraam Grassos
wjpf,wjpc_2023_duo,2023,duo,B,110,Mafalda Avelino & Maria Genoveva Avelino,"Lisboa, Portugal",,False,233.0,1000,,,2023-09-22,True,5400,Mafalda Avelino;Maria Genoveva Avelino
wjpf,wjpc_2023_duo,2023,duo,B,111,Alexandra Serra & Jose Luis Cendagorta Galarza,"Barcelona, Spain",,False,230.0,1000,,,2023-09-22,True,5400,Alexandra Serra;Jose Luis Cendagorta Galarza
wjpf,wjpc_2023_duo,2023,duo,B,112,Maria Ángeles Yepes Soto & Víctor García Díaz,Cartagena (Spain),,False,222.0,1000,,,2023-09-22,True,5400,Maria Ángeles Yepes Soto;Víctor García Díaz
wjpf,wjpc_2023_duo,2023,duo,B,113,Marilia De Angeli & Fernanda Benezra Maia,"Eunapolis (Bahia) / Crissier (VD), Brazil",,False,205.0,1000,,,2023-09-22,True,5400,Marilia De Angeli;Fernanda Benezra Maia
wjpf,wjpc_2023_duo,2023,duo,final,1,Gisela Arranz Toro & Alejandro Clemente León,"Madrid / Barcelona, Spain",5538.0,True,,1000,,,2023-09-23,True,7200,Gisela Arranz Toro;Alejandro Clemente León
wjpf,wjpc_2023_duo,2023,duo,final,2,Sarah Schuler & Michaela Keener,"St. Paul (Minnesota) / Lexington (Kentucky), USA",6397.0,True,,1000,,,2023-09-23,True,7200,Sarah Schuler;Michaela Keener
wjpf,wjpc_2023_duo,2023,duo,final,3,Tereza Koptíková & Markéta Freislerová Freislerová,"Prague (Cze) / Nupaky (Cze), Czech Republic",6444.0,True,,1000,,,2023-09-23,True,7200,Tereza Koptíková;Markéta Freislerová Freislerová
wjpf,wjpc_2023_duo,2023,duo,final,4,Mercédesz Arthofer & Vanda Varga,"Sopron (Győr-Moson-Sopron) / Budapest, Hungary",6514.0,True,,1000,,,2023-09-23,True,7200,Mercédesz Arthofer;Vanda Varga
wjpf,wjpc_2023_duo,2023,duo,final,5,Clara Peng & Andrea Peng,"San Francisco (Ca), USA",6750.0,True,,1000,,,2023-09-23,True,7200,Clara Peng;Andrea Peng
wjpf,wjpc_2023_duo,2023,duo,final,6,Jeanne Roiter & Cathy Roiter,"Duvall (Wa), USA",6984.0,True,,1000,,,2023-09-23,True,7200,Jeanne Roiter;Cathy Roiter
wjpf,wjpc_2023_duo,2023,duo,final,7,Tiffany Medeiros & Alyssa Zackler,"Lowell (Massachusetts) / Stevenson Ranch (California), USA",6989.0,True,,1000,,,2023-09-23,True,7200,Tiffany Medeiros;Alyssa Zackler
wjpf,wjpc_2023_duo,2023,duo,final,8,Soraya Pérez Carayol & Gabriel Moreno Turcu,"Ibi (Alicante) / Guadalajara, Spain",7011.0,True,,1000,,,2023-09-23,True,7200,Soraya Pérez Carayol;Gabriel Moreno Turcu
wjpf,wjpc_2023_duo,2023,duo,final,9,Ana Isabel Jimeno Jordá & Ana Gil Luciano,"Madrid, Spain",7059.0,True,,1000,,,2023-09-23,True,7200,Ana Isabel Jimeno Jordá;Ana Gil Luciano
wjpf,wjpc_2023_duo,2023,duo,final,10,Karen Kavett & Eb Caron,"Los Angeles (California) / Hartford (Connecticut), USA",,False,965.0,1000,,,2023-09-23,True,7200,Karen Kavett;Eb Caron
wjpf,wjpc_2023_duo,2023,duo,final,11,Sara Kristersson & Tobias Priemer,"Malmö (Skåne) / Dalby (), Sweden",,False,958.0,1000,,,2023-09-23,True,7200,Sara Kristersson;Tobias Priemer
wjpf,wjpc_2023_duo,2023,duo,final,12,Brigitta Vinkler & Nora Vinkler,"Szendehely, Hungary",,False,957.0,1000,,,2023-09-23,True,7200,Brigitta Vinkler;Nora Vinkler
wjpf,wjpc_2023_duo,2023,duo,final,13,Lenka Henao Mišíková & Veronika Valt,"Lisbon / Bratislava, Slovakia",,False,955.0,1000,,,2023-09-23,True,7200,Lenka Henao Mišíková;Veronika Valt
wjpf,wjpc_2023_duo,2023,duo,final,14,Becca Taylor & Hannah Scott,"Redwood City (California) / Herndon (Va), USA",,False,945.0,1000,,,2023-09-23,True,7200,Becca Taylor;Hannah Scott
wjpf,wjpc_2023_duo,2023,duo,final,15,Susanne Riehemann & Doug Ellwanger,"Mountain View (California) /  (California), USA",,False,944.0,1000,,,2023-09-23,True,7200,Susanne Riehemann;Doug Ellwanger
wjpf,wjpc_2023_duo,2023,duo,final,16,Kristin Thuv & Siv Bremnes,"Bodø (Norge), Norway",,False,917.0,1000,,,2023-09-23,True,7200,Kristin Thuv;Siv Bremnes
wjpf,wjpc_2023_duo,2023,duo,final,17,Chiara Dellantonio & Nicola Giordani,"Munich (Bayern), Italy",,False,902.0,1000,,,2023-09-23,True,7200,Chiara Dellantonio;Nicola Giordani
wjpf,wjpc_2023_duo,2023,duo,final,18,Sandra Kunnen & Maaike Van den Brink,"Haarlem (Noord-Holland) / Utrecht, The Netherlands",,False,893.0,1000,,,2023-09-23,True,7200,Sandra Kunnen;Maaike Van den Brink
wjpf,wjpc_2023_duo,2023,duo,final,19,Cristina López Rodríguez & Jaxeline Blanco Ruiz,"Móstoles (Madrid) / Mijas (Málaga), Spain",,False,887.0,1000,,,2023-09-23,True,7200,Cristina López Rodríguez;Jaxeline Blanco Ruiz
wjpf,wjpc_2023_duo,2023,duo,final,20,Tammy McLeod & Yvonne Feucht,"Los Angeles (California) / Burbank (California), USA",,False,871.0,1000,,,2023-09-23,True,7200,Tammy McLeod;Yvonne Feucht
wjpf,wjpc_2023_duo,2023,duo,final,21,S J Bodell & Katharina Reiner,"London (England) / Köditz (Bavaria), United Kingdom",,False,865.0,1000,,,2023-09-23,True,7200,S J Bodell;Katharina Reiner
wjpf,wjpc_2023_duo,2023,duo,final,22,Rafael Amieva Gómez & Laura Aizpurua de Arteche,"Madrid, Spain",,False,858.0,1000,,,2023-09-23,True,7200,Rafael Amieva Gómez;Laura Aizpurua de Arteche
wjpf,wjpc_2023_duo,2023,duo,final,23,Frida Westler & Lena Karlsson,"Gothenburg / Örsundsbro (Uppland), Sweden",,False,851.0,1000,,,2023-09-23,True,7200,Frida Westler;Lena Karlsson
wjpf,wjpc_2023_duo,2023,duo,final,24,Lara Friedrich & Lisa-Marie Friedrich,"Heidelberg (Baden-Wuerttemberg) / Ottenhoefen Im Schwarzwald (Baden-Württemberg), Germany",,False,849.0,1000,,,2023-09-23,True,7200,Lara Friedrich;Lisa-Marie Friedrich
wjpf,wjpc_2023_duo,2023,duo,final,25,Andrea Kyle & Dawne Rasmusson,"Saint Paul (Minnesota) / Prior Lake (Minnesota), USA",,False,840.0,1000,,,2023-09-23,True,7200,Andrea Kyle;Dawne Rasmusson
wjpf,wjpc_2023_duo,2023,duo,final,26,Cécile Martin Fredoueil & Lisa Cruz,"Louisfert (Loire Atlantique), France",,False,837.0,1000,,,2023-09-23,True,7200,Cécile Martin Fredoueil;Lisa Cruz
wjpf,wjpc_2023_duo,2023,duo,final,26,Emilia Liberman & Emilia Korhonen,"Espoo (Uusimaa) / Siilinjärvi (Pohjois-Savo), Finland",,False,837.0,1000,,,2023-09-23,True,7200,Emilia Liberman;Emilia Korhonen
wjpf,wjpc_2023_duo,2023,duo,final,28,Faith Taylor & Kyle Kossin,"Decatur (Georgia) / Bountiful (Utah), USA",,False,833.0,1000,,,2023-09-23,True,7200,Faith Taylor;Kyle Kossin
wjpf,wjpc_2023_duo,2023,duo,final,29,Amber Haglund-Pagel & Kelly Walter,"Duluth (Minnesota) / Phoenix (Arizona), USA",,False,830.0,1000,,,2023-09-23,True,7200,Amber Haglund-Pagel;Kelly Walter
wjpf,wjpc_2023_duo,2023,duo,final,30,Sandra Keetman & Delia Keetman-Verhoef,"Heerhugowaard (Noord Holland) / Heiloo (Noord Holland), The Netherlands",,False,808.0,1000,,,2023-09-23,True,7200,Sandra Keetman;Delia Keetman-Verhoef
wjpf,wjpc_2023_duo,2023,duo,final,31,Iris Bakker & Sofie Juel Andersen,"Aarhus (Midtjylland), Denmark",,False,795.0,1000,,,2023-09-23,True,7200,Iris Bakker;Sofie Juel Andersen
wjpf,wjpc_2023_duo,2023,duo,final,32,Lorenzo Dalla Valle & Michela Utili,"Lozzo Atestino (Padova) / Riolo Terme (Ravenna), Italy",,False,793.0,1000,,,2023-09-23,True,7200,Lorenzo Dalla Valle;Michela Utili
wjpf,wjpc_2023_duo,2023,duo,final,33,Demelza Becerra Robledillo & Ángel Heras Salcedo,"Algeciras (Cádiz) / Soria, Spain",,False,788.0,1000,,,2023-09-23,True,7200,Demelza Becerra Robledillo;Ángel Heras Salcedo
wjpf,wjpc_2023_duo,2023,duo,final,34,Terese Scherman & Susanna Meder,"Bandhagen / Stockholm (Solna), Sweden",,False,786.0,1000,,,2023-09-23,True,7200,Terese Scherman;Susanna Meder
wjpf,wjpc_2023_duo,2023,duo,final,35,Paulina Polańska & Martyna Halter-Bogołębska,"Wrocław (Dolnośląskie) / Warsaw (Mazowieckie), Poland",,False,780.0,1000,,,2023-09-23,True,7200,Paulina Polańska;Martyna Halter-Bogołębska
wjpf,wjpc_2023_duo,2023,duo,final,36,Sophie De Goncourt & Patrice De Goncourt,Aubigne Racan (France) / Aubigne-Racan (Sarthe),,False,773.0,1000,,,2023-09-23,True,7200,Sophie De Goncourt;Patrice De Goncourt
wjpf,wjpc_2023_duo,2023,duo,final,36,Alexandre Huguenin & Jean Perrin,Cholet (Maine-Et-Loire) / Gravigny (France),,False,773.0,1000,,,2023-09-23,True,7200,Alexandre Huguenin;Jean Perrin
wjpf,wjpc_2023_duo,2023,duo,final,38,Ole Marton Ølberg & Leif Jone Ølberg,"Alversund (Vestland) / Oslo (Viken), Norway",,False,771.0,1000,,,2023-09-23,True,7200,Ole Marton Ølberg;Leif Jone Ølberg
wjpf,wjpc_2023_duo,2023,duo,final,38,Amy Paull & Felisa Lewis,"The Woodlands (Tx) / Potomac (Md), USA",,False,771.0,1000,,,2023-09-23,True,7200,Amy Paull;Felisa Lewis
wjpf,wjpc_2023_duo,2023,duo,final,40,Jessica Bennett & Hannah Farthing,"Boronia (Vic) / Warragul (Vic), Australia",,False,757.0,1000,,,2023-09-23,True,7200,Jessica Bennett;Hannah Farthing
wjpf,wjpc_2023_duo,2023,duo,final,41,Betsy Parker & Robin Decaire,"Roseville (Minnesota) / Woodbury (Minnesota), USA",,False,750.0,1000,,,2023-09-23,True,7200,Betsy Parker;Robin Decaire
wjpf,wjpc_2023_duo,2023,duo,final,42,Jörn Schrieber & Maren Faber,"Hamburg / Lübeck (Schleswig-Holstein), Germany",,False,749.0,1000,,,2023-09-23,True,7200,Jörn Schrieber;Maren Faber
wjpf,wjpc_2023_duo,2023,duo,final,43,Louise Jackett & Ellie Higgins,Melbourne (Vic) / Lockridge (Western Australia),,False,736.0,1000,,,2023-09-23,True,7200,Louise Jackett;Ellie Higgins
wjpf,wjpc_2023_duo,2023,duo,final,43,Jan Škoch & Martin Petráž,"Prague, Czech Republic",,False,736.0,1000,,,2023-09-23,True,7200,Jan Škoch;Martin Petráž
wjpf,wjpc_2023_duo,2023,duo,final,45,Catherine Valentin & Patrick Kreps,"Bruxelles, Belgium",,False,735.0,1000,,,2023-09-23,True,7200,Catherine Valentin;Patrick Kreps
wjpf,wjpc_2023_duo,2023,duo,final,46,Cristina Pérez Barreiro & Carmen Molina Barreiro,"Valladolid, Spain",,False,727.0,1000,,,2023-09-23,True,7200,Cristina Pérez Barreiro;Carmen Molina Barreiro
wjpf,wjpc_2023_duo,2023,duo,final,47,Delphine Leboisne-Maria & Sémilia Baylé,"Toulouse (Occitanie), France",,False,725.0,1000,,,2023-09-23,True,7200,Delphine Leboisne-Maria;Sémilia Baylé
wjpf,wjpc_2023_duo,2023,duo,final,47,Alice Červinková & Šárka Červinková,"Hnatnice (Česká Republika), Czech Republic",,False,725.0,1000,,,2023-09-23,True,7200,Alice Červinková;Šárka Červinková
wjpf,wjpc_2023_duo,2023,duo,final,49,Sinthuya Jeyalingam & Klára Exnerová,"Stuttgart (Baden-Wurttemberg) / Bohumin, Germany",,False,723.0,1000,,,2023-09-23,True,7200,Sinthuya Jeyalingam;Klára Exnerová
wjpf,wjpc_2023_duo,2023,duo,final,50,Katrina Coleman & Hannah Coleman,"Launceston (Tasmania) /  (Tasmania ), Australia",,False,722.0,1000,,,2023-09-23,True,7200,Katrina Coleman;Hannah Coleman
wjpf,wjpc_2023_duo,2023,duo,final,51,Pontus Andersson & Fia Wärn,"Kristinehamn / Svärtinge, Sweden",,False,707.0,1000,,,2023-09-23,True,7200,Pontus Andersson;Fia Wärn
wjpf,wjpc_2023_duo,2023,duo,final,52,Raquel Plensa Puigbò & Meritxell Dalmau Diviu,"Barcelona / Mataró (Barcelona), Spain",,False,701.0,1000,,,2023-09-23,True,7200,Raquel Plensa Puigbò;Meritxell Dalmau Diviu
wjpf,wjpc_2023_duo,2023,duo,final,53,Alycia Krasny & Lindsay Steenstra,"San Diego (California), USA",,False,700.0,1000,,,2023-09-23,True,7200,Alycia Krasny;Lindsay Steenstra
wjpf,wjpc_2023_duo,2023,duo,final,54,Kaitlyn McCluskie & Gabrielle Klemt,"Toronto (On) / Vancouver (British Columbia), Canada",,False,697.0,1000,,,2023-09-23,True,7200,Kaitlyn McCluskie;Gabrielle Klemt
wjpf,wjpc_2023_duo,2023,duo,final,54,Joanna Kołcun & Agata Zasada,"Wrocław (Dolnośląskie), Poland",,False,697.0,1000,,,2023-09-23,True,7200,Joanna Kołcun;Agata Zasada
wjpf,wjpc_2023_duo,2023,duo,final,56,Luisa Gerlach & Maria Graber,Berlin (Germany),,False,696.0,1000,,,2023-09-23,True,7200,Luisa Gerlach;Maria Graber
wjpf,wjpc_2023_duo,2023,duo,final,57,Isabelle Gall & Michael Smit,"Weissach (Baden-Württemberg), Germany",,False,695.0,1000,,,2023-09-23,True,7200,Isabelle Gall;Michael Smit
wjpf,wjpc_2023_duo,2023,duo,final,58,Patrick Inniger & Andrea Luisa Bieri,"Thun (BE) / Konolfingen (BE), Switzerland",,False,694.0,1000,,,2023-09-23,True,7200,Patrick Inniger;Andrea Luisa Bieri
wjpf,wjpc_2023_duo,2023,duo,final,59,Raquel Pérez Mesón & María Pérez Marcos,"Salamanca, Spain",,False,686.0,1000,,,2023-09-23,True,7200,Raquel Pérez Mesón;María Pérez Marcos
wjpf,wjpc_2023_duo,2023,duo,final,60,Adele Arthur & Melissa Townsend,"Murwillumbah (Nsw) / Runaway Bay (Qld), Australia",,False,682.0,1000,,,2023-09-23,True,7200,Adele Arthur;Melissa Townsend
wjpf,wjpc_2023_duo,2023,duo,final,60,Géraldine Claisse & Delphine Claisse,Arlon (Luxembourg),,False,682.0,1000,,,2023-09-23,True,7200,Géraldine Claisse;Delphine Claisse
wjpf,wjpc_2023_duo,2023,duo,final,62,Nicola Thomas & Peter Thomas,"Marlow (Buckinghamshire), United Kingdom",,False,681.0,1000,,,2023-09-23,True,7200,Nicola Thomas;Peter Thomas
wjpf,wjpc_2023_duo,2023,duo,final,63,Coral Cervantes Domínguez & Daiana Soria Ippoliti,"Ciudad Real / Soria, Spain",,False,678.0,1000,,,2023-09-23,True,7200,Coral Cervantes Domínguez;Daiana Soria Ippoliti
wjpf,wjpc_2023_duo,2023,duo,final,64,Claudia Carnicero Verde & Alba Verde Carnicero,"Soria, Spain",,False,672.0,1000,,,2023-09-23,True,7200,Claudia Carnicero Verde;Alba Verde Carnicero
wjpf,wjpc_2023_duo,2023,duo,final,65,Daria Inozemtseva & Nadezhda Shigina,"Novosibirsk / Tomsk, Russia",,False,670.0,1000,,,2023-09-23,True,7200,Daria Inozemtseva;Nadezhda Shigina
wjpf,wjpc_2023_duo,2023,duo,final,66,Eva Žemličková & Helen Karmínová Kellner,Štěnovický Borek (Česká Republika) / Plzeň (Czech Republic),,False,665.0,1000,,,2023-09-23,True,7200,Eva Žemličková;Helen Karmínová Kellner
wjpf,wjpc_2023_duo,2023,duo,final,67,Cathérine Beck & Stefan Leopoldseder,"Kerkrade (Limburg) / Vienna, Luxembourg",,False,663.0,1000,,,2023-09-23,True,7200,Cathérine Beck;Stefan Leopoldseder
wjpf,wjpc_2023_duo,2023,duo,final,68,Jiahui Li & Simin Wang Wang,"Shenzhen (Guangdong), China",,False,660.0,1000,,,2023-09-23,True,7200,Jiahui Li;Simin Wang Wang
wjpf,wjpc_2023_duo,2023,duo,final,68,Alice Ferrúa Esteves & Paula Do Amaral Nogueira,"Florianópolis (Santa Catarina) / São Paulo, Brazil",,False,660.0,1000,,,2023-09-23,True,7200,Alice Ferrúa Esteves;Paula Do Amaral Nogueira
wjpf,wjpc_2023_duo,2023,duo,final,70,Vroni Börlin-Kostezer & Annemie Kostezer,"Arboldswil (BL) / Basel (BS), Switzerland",,False,659.0,1000,,,2023-09-23,True,7200,Vroni Börlin-Kostezer;Annemie Kostezer
wjpf,wjpc_2023_duo,2023,duo,final,71,Virginia Hernando Pascual & Miriam Carro Hernando,"Valladolid / Campaspero (Valladolid), Spain",,False,653.0,1000,,,2023-09-23,True,7200,Virginia Hernando Pascual;Miriam Carro Hernando
wjpf,wjpc_2023_duo,2023,duo,final,72,Erika Skarupskė & Deividas Skarupskas,"Vilnius, Lithuania",,False,650.0,1000,,,2023-09-23,True,7200,Erika Skarupskė;Deividas Skarupskas
wjpf,wjpc_2023_duo,2023,duo,final,73,Mariana Mendes & Alexandre Mena E Silva,"Quarteira (Faro) / Sintra (Lisboa), Portugal",,False,647.0,1000,,,2023-09-23,True,7200,Mariana Mendes;Alexandre Mena E Silva
wjpf,wjpc_2023_duo,2023,duo,final,74,Janna Franzkeit & Marc Fabel,"Hamburg, Germany",,False,646.0,1000,,,2023-09-23,True,7200,Janna Franzkeit;Marc Fabel
wjpf,wjpc_2023_duo,2023,duo,final,75,Elizabeth Walters & Jessica Derby,"Crystal (Minnesota) / Minneapolis (Minnesota), USA",,False,634.0,1000,,,2023-09-23,True,7200,Elizabeth Walters;Jessica Derby
wjpf,wjpc_2023_duo,2023,duo,final,76,Alejandro Darias Mateos & David Caballero Calzado,"Hospitalet de Llobregat (Barcelona) / Paracuellos de Jarama (Madrid), Spain",,False,629.0,1000,,,2023-09-23,True,7200,Alejandro Darias Mateos;David Caballero Calzado
wjpf,wjpc_2023_duo,2023,duo,final,77,Charlotte Reitsema & Karin Harmsen,"Sixthaselbach (Bavaria) / Den Haag, The Netherlands",,False,628.0,1000,,,2023-09-23,True,7200,Charlotte Reitsema;Karin Harmsen
wjpf,wjpc_2023_duo,2023,duo,final,78,David Corbí Garrido & José Manuel Corbí Garrido,"Madrid, Spain",,False,620.0,1000,,,2023-09-23,True,7200,David Corbí Garrido;José Manuel Corbí Garrido
wjpf,wjpc_2023_duo,2023,duo,final,78,Conrad Leuschner & Chloé Olivi,"Berlin / Toulon (Sud), Germany",,False,620.0,1000,,,2023-09-23,True,7200,Conrad Leuschner;Chloé Olivi
wjpf,wjpc_2023_duo,2023,duo,final,80,James Nickells & Kasia Nickells,"Hawkesbury Upton (South Gloucestershire), United Kingdom",,False,619.0,1000,,,2023-09-23,True,7200,James Nickells;Kasia Nickells
wjpf,wjpc_2023_duo,2023,duo,final,81,Maeva Levent & Celia Levent,"Cannes (06), France",,False,617.0,1000,,,2023-09-23,True,7200,Maeva Levent;Celia Levent
wjpf,wjpc_2023_duo,2023,duo,final,82,Anna Rumetshofer & Julia Hildebrandt,"Vienna / Berlin, Austria",,False,616.0,1000,,,2023-09-23,True,7200,Anna Rumetshofer;Julia Hildebrandt
wjpf,wjpc_2023_duo,2023,duo,final,82,Namphueng Tassanaipitukkul & Olivia Waltz,"Bangkok / Copenhagen (Hovedstaden), Thailand",,False,616.0,1000,,,2023-09-23,True,7200,Namphueng Tassanaipitukkul;Olivia Waltz
wjpf,wjpc_2023_duo,2023,duo,final,82,Laura Pescher & Carolin Kraft,"Gelsenkirchen (Nrw) / Planegg (Bayern), Germany",,False,616.0,1000,,,2023-09-23,True,7200,Laura Pescher;Carolin Kraft
wjpf,wjpc_2023_duo,2023,duo,final,85,Elitsa Kerefeyska & Vesela Sadovska,"Varna / Sofia, Bulgaria",,False,615.0,1000,,,2023-09-23,True,7200,Elitsa Kerefeyska;Vesela Sadovska
wjpf,wjpc_2023_duo,2023,duo,final,86,Sophie Mayeur & Camille Auen,"Ungersheim (Alsace), France",,False,609.0,1000,,,2023-09-23,True,7200,Sophie Mayeur;Camille Auen
wjpf,wjpc_2023_duo,2023,duo,final,87,Agnes Wiiand & Josefin Lantz,"Upplands Väsby (Stockholm) / Solna (Stockholm), Sweden",,False,601.0,1000,,,2023-09-23,True,7200,Agnes Wiiand;Josefin Lantz
wjpf,wjpc_2023_duo,2023,duo,final,88,Justine Dunn & Victoria Clifford,"Ashfield (New South Wales) / Stirling (Stirlingshire), Australia",,False,598.0,1000,,,2023-09-23,True,7200,Justine Dunn;Victoria Clifford
wjpf,wjpc_2023_duo,2023,duo,final,89,Ana Laura Siverio Pares & Ana C. Siverio Parés,"Santa Cruz de Tenerife (Tenerife), Spain",,False,595.0,1000,,,2023-09-23,True,7200,Ana Laura Siverio Pares;Ana C. Siverio Parés
wjpf,wjpc_2023_duo,2023,duo,final,90,Lola Mosseri-Lefebvre & Jessie Lajarrige,Paris (Île de France) / Bodilis,,False,594.0,1000,,,2023-09-23,True,7200,Lola Mosseri-Lefebvre;Jessie Lajarrige
wjpf,wjpc_2023_duo,2023,duo,final,91,Ednéia Silveira & Daniela De Oliveira Dinato,"Cruzeiro (São Paulo) / São Sebastião (São Paulo), Brazil",,False,582.0,1000,,,2023-09-23,True,7200,Ednéia Silveira;Daniela De Oliveira Dinato
wjpf,wjpc_2023_duo,2023,duo,final,92,Veronica Nes & Ruth Elisabeth Ølberg,"Kristiansand (Agder) / Stavanger (Norge), Norway",,False,573.0,1000,,,2023-09-23,True,7200,Veronica Nes;Ruth Elisabeth Ølberg
wjpf,wjpc_2023_duo,2023,duo,final,93,Alma Belle Baharal & Paula Morales Barrón,"Gibraltar / Algeciras (Cádiz), United Kingdom",,False,560.0,1000,,,2023-09-23,True,7200,Alma Belle Baharal;Paula Morales Barrón
wjpf,wjpc_2023_duo,2023,duo,final,94,Jesús Lacasta Romero & Eduardo Moreno Turcu,"Mutilva (Navarra) / Guadalajara, Spain",,False,553.0,1000,,,2023-09-23,True,7200,Jesús Lacasta Romero;Eduardo Moreno Turcu
